City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Kochubey,RU,44.3861,46.5825,42.53,61,100,14.41,overcast clouds
229,Bontang,ID,0.1333,117.5,80.51,83,100,8.08,overcast clouds
230,Chuy,UY,-33.6971,-53.4616,84.43,42,1,6.55,clear sky
231,Kanaya,JP,34.8167,138.1333,39.07,56,60,3.06,broken clouds
232,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.65,63,40,10.98,scattered clouds
233,Tondano,ID,1.3038,124.9112,66.29,92,90,1.9,overcast clouds
234,Valparaiso,CL,-33.0393,-71.6273,68.0,76,0,6.91,fog
235,Semirom,IR,31.4167,51.5667,44.2,53,0,5.21,clear sky
236,Nouadhibou,MR,20.931,-17.0347,68.79,61,0,8.34,clear sky
237,Lukiv,UA,51.0521,25.4006,41.18,60,100,8.48,overcast clouds
238,North Bend,US,43.4065,-124.2243,39.07,95,100,10.36,overcast clouds
239,Tanda,IN,26.55,82.65,79.95,20,0,8.72,clear sky
240,Laguna,US,38.421,-121.4238,40.28,75,0,5.75,clear sky
241,Qaanaaq,GL,77.484,-69.3632,-23.87,80,67,6.69,broken clouds
242,Westerland,DE,54.9079,8.3033,49.01,65,0,9.22,clear sky
243,Kyzyl,RU,51.7,94.45,11.26,90,100,2.01,overcast clouds
244,Praya,CV,14.9215,-23.5087,81.14,50,0,20.71,clear sky
245,Hasaki,JP,35.7333,140.8333,45.21,55,100,26.53,overcast clouds
246,Vytegra,RU,61.0064,36.4481,31.66,98,100,9.62,light snow
247,Sibolga,ID,1.7427,98.7792,76.1,94,100,3.65,overcast clouds
248,Bellefontaine,US,40.3612,-83.7597,42.03,88,3,3.0,clear sky
249,Port Hardy,CA,50.6996,-127.4199,38.61,81,100,15.59,light rain
250,Araouane,ML,18.9048,-3.5265,87.42,8,0,3.62,clear sky
251,Broome,US,42.2506,-75.833,40.86,89,100,6.91,mist
252,Mitsamiouli,KM,-11.3847,43.2844,83.79,73,12,11.92,few clouds
253,Menongue,AO,-14.6585,17.691,81.36,45,62,3.38,broken clouds
254,Upernavik,GL,72.7868,-56.1549,-16.24,99,38,5.91,scattered clouds
255,Charters Towers,AU,-20.1,146.2667,75.56,77,16,10.56,few clouds
256,Malindi,KE,-3.2175,40.1191,83.17,67,16,16.08,few clouds
257,Anito,PH,12.4497,125.2886,77.09,75,100,12.28,overcast clouds
258,Storm Lake,US,42.6411,-95.2097,21.42,93,100,11.5,overcast clouds
259,Kirakira,SB,-10.4544,161.9205,80.38,87,100,14.25,light rain
260,Havre-Saint-Pierre,CA,50.2334,-63.5986,8.51,88,24,4.27,few clouds
261,Henties Bay,NA,-22.116,14.2845,67.93,68,0,12.3,clear sky
262,Richards Bay,ZA,-28.783,32.0377,79.56,63,12,8.93,few clouds
263,Taoudenni,ML,22.6783,-3.9836,88.03,12,0,5.08,clear sky
264,Rabo De Peixe,PT,37.8,-25.5833,60.31,88,40,12.66,scattered clouds
265,Sarahan,IN,31.5167,77.8,47.77,58,100,5.68,overcast clouds
266,Manzanillo,CU,20.3433,-77.1167,72.23,74,0,5.23,clear sky
267,Korla,CN,41.7597,86.1469,45.48,38,9,7.29,clear sky
268,Svetlogorsk,BY,52.6333,29.7333,35.8,74,100,8.81,overcast clouds
269,Bulolo,PG,-7.2,146.65,70.43,94,100,3.29,overcast clouds
270,Margate,GB,51.3813,1.3862,46.9,71,3,11.01,clear sky
271,Tashtyp,RU,52.7939,89.8983,30.6,86,89,4.29,overcast clouds
272,Jaipur,IN,26.9167,75.8167,87.12,25,1,3.44,clear sky
273,Yashkul,RU,46.1711,45.3435,41.04,35,71,14.25,broken clouds
274,Tainan,TW,22.9908,120.2133,65.98,59,20,8.05,few clouds
275,Canico,PT,32.6333,-16.85,73.0,78,40,2.3,scattered clouds
276,Zabol,AF,32.25,67.25,51.33,46,100,10.29,overcast clouds
277,Carballo,ES,43.213,-8.691,56.91,58,3,3.65,clear sky
278,Mount Gambier,AU,-37.8333,140.7667,55.8,81,27,7.02,scattered clouds
279,San Andres,CO,12.5847,-81.7006,78.82,78,40,9.22,light rain
280,Stykkisholmur,IS,65.0757,-22.7297,40.35,88,92,11.45,overcast clouds
281,Palaia Fokaia,GR,37.72,23.9463,64.27,74,100,8.63,overcast clouds
282,Lanzhou,CN,36.0564,103.7922,41.88,31,23,6.35,few clouds
283,Amahai,ID,-3.3333,128.9167,79.45,77,63,6.85,broken clouds
284,Isabela,PH,6.7085,121.9711,79.7,81,100,3.11,overcast clouds
285,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,93,40,6.91,scattered clouds
286,Suntar,RU,62.1444,117.6319,-11.11,100,79,3.15,broken clouds
287,Ahipara,NZ,-35.1667,173.1667,60.82,90,22,3.04,few clouds
288,Eureka,US,40.8021,-124.1637,33.62,96,100,4.76,overcast clouds
289,Bertoua,CM,4.5833,13.6833,100.72,20,13,4.05,few clouds
290,Alyangula,AU,-13.8483,136.4192,82.72,81,100,19.53,overcast clouds
291,Wanning,CN,18.8003,110.3967,67.57,86,36,7.92,scattered clouds
292,Nelson Bay,AU,-32.7167,152.15,73.0,89,14,5.01,few clouds
293,Samarai,PG,-10.6167,150.6667,80.4,82,100,15.77,overcast clouds
294,Hamilton,US,39.1834,-84.5333,47.03,78,0,9.22,clear sky
295,Kursenai,LT,55.985,22.9189,44.85,74,76,12.03,broken clouds
296,Puerto Lempira,HN,15.2667,-83.7667,78.94,83,40,0.0,scattered clouds
297,Paldiski,EE,59.3567,24.0531,42.42,70,0,18.41,clear sky
298,Mubi,NG,10.2676,13.2644,101.01,6,8,12.21,clear sky
299,Bengkulu,ID,-3.8004,102.2655,75.87,88,95,2.59,overcast clouds
300,Luderitz,NA,-26.6481,15.1594,69.1,70,21,8.63,few clouds
301,Aldan,RU,58.6031,125.3894,2.97,98,100,4.18,overcast clouds
302,Merrill,US,45.1805,-89.6835,19.17,85,40,4.61,scattered clouds
303,Katsuura,JP,35.1333,140.3,48.22,63,100,24.61,light rain
304,Kudahuvadhoo,MV,2.6708,72.8944,81.46,78,85,15.82,overcast clouds
305,Ponta Do Sol,PT,32.6667,-17.1,73.0,89,61,9.06,light rain
306,Ranot,TH,7.7777,100.3213,81.19,72,100,14.67,overcast clouds
307,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,92,75,5.75,broken clouds
308,Middelburg,ZA,-25.7751,29.4648,82.63,27,0,7.72,clear sky
309,Novaya Ladoga,RU,60.1025,32.3019,32.68,89,100,13.71,overcast clouds
310,Alice Springs,AU,-23.7,133.8833,76.55,38,5,8.05,clear sky
311,Severo-Kurilsk,RU,50.6789,156.125,24.93,69,100,9.48,overcast clouds
312,Geraldton,AU,-28.7667,114.6,82.81,51,0,12.66,clear sky
313,Dzaoudzi,YT,-12.7887,45.2699,87.69,70,75,12.66,broken clouds
314,Salair,RU,54.2312,85.7972,34.16,95,100,18.57,light snow
315,Bandarban,BD,22.1965,92.2262,72.64,39,0,0.74,clear sky
316,Pandan,PH,14.0453,124.1694,75.99,79,58,17.98,broken clouds
317,Pingzhuang,CN,42.0372,119.2889,38.61,31,0,2.91,clear sky
318,Manama,BH,26.2154,50.5832,75.18,31,0,9.22,clear sky
319,Seymchan,RU,62.8833,152.4333,-34.42,100,95,0.74,overcast clouds
320,Loikaw,MM,19.6742,97.2094,73.54,27,0,4.76,clear sky
321,Cumpas,MX,29.9833,-109.7833,39.67,78,99,9.15,overcast clouds
322,Vanavara,RU,60.34,102.2797,28.45,96,99,7.02,overcast clouds
323,Ixtapa,MX,20.7,-105.2,69.22,94,75,0.0,broken clouds
324,Manggar,ID,-2.8833,108.2667,78.55,81,100,3.02,overcast clouds
325,Lebu,CL,-37.6167,-73.65,59.76,74,9,15.01,clear sky
326,Rocha,UY,-34.4833,-54.3333,93.29,26,0,8.32,clear sky
327,Bismarck,US,46.8083,-100.7837,4.8,82,100,11.5,overcast clouds
328,Mandera,KE,3.9366,41.867,98.74,20,56,4.27,broken clouds
329,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.79,69,82,1.5,broken clouds
330,Klaksvik,FO,62.2266,-6.589,43.72,73,39,6.06,scattered clouds
331,Goderich,CA,43.7501,-81.7165,28.9,98,100,10.2,overcast clouds
332,Baijiantan,CN,45.6333,85.1833,19.54,79,99,1.03,overcast clouds
333,Maragogi,BR,-9.0122,-35.2225,84.97,63,25,11.27,scattered clouds
334,Moroni,KM,-11.7022,43.2551,83.44,79,82,14.56,light rain
335,Celestun,MX,20.8667,-90.4,72.43,80,3,15.66,clear sky
336,Luganville,VU,-15.5333,167.1667,80.42,88,100,26.55,overcast clouds
337,Newtownards,GB,54.5924,-5.6909,46.53,76,75,11.5,broken clouds
338,Hobyo,SO,5.3505,48.5268,82.38,71,95,16.2,overcast clouds
339,Serebryanyy Bor,RU,56.8,124.8,0.75,99,92,1.88,overcast clouds
340,Alice,US,27.7523,-98.0697,72.97,88,100,10.36,mist
341,Gizo,SB,-8.103,156.8419,80.46,87,100,22.17,moderate rain
342,Mandalgovi,MN,45.7625,106.2708,30.24,29,0,9.78,clear sky
343,Bilibino,RU,68.0546,166.4372,-33.48,98,100,0.49,overcast clouds
344,Sungai Besar,MY,3.6746,100.9867,75.94,87,100,1.77,overcast clouds
345,Selenginsk,RU,52.0064,106.8647,32.41,84,94,6.24,overcast clouds
346,Fairview,US,40.8126,-73.999,41.32,92,100,9.22,mist
347,Panaba,MX,21.2833,-88.2667,69.35,91,0,7.29,clear sky
348,Clarence Town,AU,-32.5833,151.7833,72.86,94,0,3.44,clear sky
349,Potosi,BO,-19.5836,-65.7531,50.86,62,5,0.0,clear sky
350,Marawi,PH,7.9986,124.2928,68.67,98,100,4.16,overcast clouds
351,Lompoc,US,34.6391,-120.4579,39.52,80,0,8.05,clear sky
352,Narsaq,GL,60.9167,-46.05,48.42,58,92,21.74,overcast clouds
353,Harper,LR,4.375,-7.7169,85.19,69,46,8.52,scattered clouds
354,Salisbury,GB,51.0693,-1.7957,49.48,62,20,12.66,few clouds
355,Flin Flon,CA,54.7682,-101.865,3.07,97,100,7.02,overcast clouds
356,Zhigalovo,RU,54.8097,105.1578,22.1,98,71,4.14,broken clouds
357,Kondoa,TZ,-4.9,35.7833,73.87,69,100,4.79,light rain
358,Goba,ET,7.0167,39.9833,55.24,77,99,2.59,light rain
359,Moose Factory,CA,51.2585,-80.6094,-16.8,99,54,4.47,broken clouds
360,Dobrichovice,CZ,49.9275,14.2747,51.17,48,0,6.91,clear sky
361,Cap Malheureux,MU,-19.9842,57.6142,83.46,69,17,5.01,few clouds
362,Angoche,MZ,-16.2325,39.9086,89.37,57,94,13.98,overcast clouds
363,Naze,JP,28.3667,129.4833,52.79,62,6,17.49,clear sky
364,Omboue,GA,-1.5746,9.2618,84.56,71,86,10.85,overcast clouds
365,Marzuq,YE,14.4,46.4667,76.6,42,62,14.32,broken clouds
366,Gympie,AU,-26.1898,152.665,68.81,96,77,0.58,broken clouds
367,Parkovyy,RU,45.8331,40.1456,41.95,42,5,10.04,clear sky
368,Solyanka,RU,46.3889,48.0176,35.55,60,75,15.66,broken clouds
369,Ewa Beach,US,21.3156,-158.0072,72.43,68,20,14.97,few clouds
370,Mackay,AU,-21.15,149.2,76.68,80,22,4.56,light rain
371,Brae,GB,60.3964,-1.353,44.76,66,8,7.9,clear sky
372,Pimenteiras,BR,-6.2453,-41.4192,90.88,39,7,7.54,clear sky
373,Corinto,GR,37.9407,22.9573,58.89,76,100,4.38,light rain
374,Iqaluit,CA,63.7506,-68.5145,-23.31,74,100,3.33,overcast clouds
375,Ulaangom,MN,49.9811,92.0667,-0.33,97,100,1.79,overcast clouds
376,Petukhovo,RU,55.0692,67.9019,15.87,85,7,17.34,clear sky
377,Honningsvag,NO,70.9821,25.9704,35.35,87,75,5.75,light intensity drizzle
378,San Quintin,MX,30.4833,-115.95,49.78,66,6,12.21,clear sky
379,Perth,AU,-31.9333,115.8333,78.67,57,0,10.36,clear sky
380,Verkhnyaya Balkariya,RU,43.1279,43.4573,31.12,93,97,2.42,light snow
381,Birao,CF,10.2849,22.7882,104.16,6,6,7.02,clear sky
382,Nemuro,JP,43.3236,145.575,26.73,81,100,14.41,overcast clouds
383,Namibe,AO,-15.1961,12.1522,80.02,63,15,15.28,few clouds
384,Flinders,AU,-34.5833,150.8552,71.38,80,99,3.2,light rain
385,Constitucion,CL,-35.3333,-72.4167,65.05,54,11,6.85,few clouds
386,Novoagansk,RU,61.9449,76.6625,23.07,92,100,19.24,light snow
387,Koumac,NC,-20.5667,164.2833,79.48,85,100,5.39,overcast clouds
388,Moerai,PF,-22.4333,-151.3333,77.86,73,100,3.56,light rain
389,Iquique,CL,-20.2208,-70.1431,68.04,70,1,2.28,clear sky
390,Nanning,CN,22.8167,108.3167,74.28,41,20,3.49,few clouds
391,Bonfim,BR,3.0833,-59.95,82.99,63,63,9.26,broken clouds
392,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,5.75,broken clouds
393,Matola,MZ,-25.9622,32.4589,78.75,78,75,14.97,broken clouds
394,Bacolod,PH,10.6667,122.95,75.83,77,100,18.37,overcast clouds
395,Pedernales,DO,18.0384,-71.744,76.51,62,0,5.12,clear sky
396,Road Town,VG,18.4167,-64.6167,78.89,65,40,9.22,scattered clouds
397,Narrabri,AU,-30.3167,149.7833,78.76,44,94,2.17,overcast clouds
398,Kruisfontein,ZA,-34.0033,24.7314,78.85,50,90,18.84,overcast clouds
399,Darnah,LY,32.767,22.6367,63.86,72,0,14.63,clear sky
400,Regeneracao,BR,-6.2378,-42.6883,87.78,45,0,5.1,clear sky
401,Komsomolskiy,UZ,40.4272,71.7189,57.92,47,0,2.3,smoke
402,Andenes,NO,69.3143,16.1194,35.58,75,75,21.85,light rain
403,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,79,38,11.18,scattered clouds
404,Nalut,LY,30.3333,10.85,66.49,22,100,8.68,overcast clouds
405,Rudnichnyy,RU,59.617,52.4703,8.06,91,100,7.2,overcast clouds
406,Zemio,CF,5.0314,25.1361,94.53,28,99,3.91,overcast clouds
407,La Palma,US,33.8464,-118.0467,51.39,66,0,3.44,clear sky
408,Cibitoke,BI,-2.8833,29.25,73.67,66,99,5.75,light rain
409,Cambridge,CA,43.3601,-80.3127,30.83,95,100,11.1,overcast clouds
410,Kavieng,PG,-2.5744,150.7967,81.75,80,88,9.86,light rain
411,Champerico,GT,14.3,-91.9167,75.74,80,2,5.91,clear sky
412,Tougan,BF,13.0667,-3.0667,100.83,8,1,11.34,clear sky
413,Hokitika,NZ,-42.7167,170.9667,60.87,92,1,3.33,clear sky
414,Bhadrak,IN,21.0633,86.5054,79.81,40,5,10.36,clear sky
415,Ardmore,US,34.1743,-97.1436,56.71,79,100,4.61,overcast clouds
416,Ketchikan,US,55.3422,-131.6461,33.78,80,100,9.64,light snow
417,Bocas Del Toro,PA,9.3333,-82.25,75.78,71,22,4.79,few clouds
418,Pernik,BG,42.6,23.0333,44.47,73,100,4.63,overcast clouds
419,Santa Cruz,BO,-17.8,-63.1667,81.86,78,75,18.41,broken clouds
420,Urengoy,RU,65.9667,78.3667,21.45,95,100,12.8,light snow
421,Humboldt,US,40.6665,-123.9178,24.55,92,100,2.64,overcast clouds
422,Knysna,ZA,-34.0363,23.0471,79.93,55,100,12.08,overcast clouds
423,Staryy Nadym,RU,65.6118,72.6842,6.64,95,100,15.75,overcast clouds
424,Aksarayskiy,RU,46.7924,48.0119,36.88,35,100,14.2,overcast clouds
425,Fomboni,KM,-12.28,43.7425,83.08,73,19,11.95,few clouds
426,Avallon,FR,47.4833,3.9,45.0,61,74,3.42,broken clouds
427,Acari,PE,-15.4311,-74.6158,76.42,78,100,2.44,overcast clouds
428,Buchanan,LR,5.8808,-10.0467,83.95,73,98,6.31,light rain
429,Cortes,ES,41.9395,-1.4396,50.05,58,100,22.88,overcast clouds
430,Mirandela,PT,41.4874,-7.187,54.3,44,0,2.08,clear sky
431,Magadan,RU,59.5667,150.8,-15.09,93,94,5.97,overcast clouds
432,Urbano Santos,BR,-3.2078,-43.4036,83.52,73,95,6.71,overcast clouds
433,Wajid,SO,3.8093,43.2471,99.54,14,83,11.41,broken clouds
434,Grand Gaube,MU,-20.0064,57.6608,83.37,68,17,3.0,few clouds
435,Marsaxlokk,MT,35.8419,14.5431,61.41,63,20,8.05,few clouds
436,Grindavik,IS,63.8424,-22.4338,46.87,76,75,11.5,broken clouds
437,Starobaltachevo,RU,56.0013,55.9213,20.5,88,100,12.55,overcast clouds
438,Sterling,US,39.0062,-77.4286,51.53,91,100,7.0,overcast clouds
439,Thinadhoo,MV,0.5333,72.9333,81.86,73,74,6.17,broken clouds
440,San Ramon,US,37.7799,-121.978,44.69,71,0,3.44,clear sky
441,Palmer,US,42.1584,-72.3287,36.52,87,100,6.91,moderate rain
442,Port Hedland,AU,-20.3167,118.5667,87.85,74,40,18.41,scattered clouds
443,Inuvik,CA,68.3499,-133.7218,-24.84,75,75,4.61,light snow
444,Rio Gallegos,AR,-51.6226,-69.2181,50.05,46,0,14.97,clear sky
445,Chardara,KZ,41.2547,67.9692,61.27,38,91,14.7,overcast clouds
446,Half Moon Bay,US,37.4636,-122.4286,46.18,74,0,3.44,clear sky
447,Zhezkazgan,KZ,47.8043,67.7144,31.98,100,100,13.42,mist
448,Coquimbo,CL,-29.9533,-71.3436,62.33,88,100,2.3,overcast clouds
449,Bilma,NE,18.6853,12.9164,95.94,7,0,5.95,clear sky
450,Tanete,ID,-3.9443,119.7848,76.37,91,100,7.0,overcast clouds
451,Puerto Lleras,CO,3.0223,-73.4044,74.75,84,97,0.63,overcast clouds
452,Belaya Gora,RU,68.5333,146.4167,-41.42,100,62,3.78,broken clouds
453,Byron Bay,AU,-28.65,153.6167,70.95,88,58,7.2,light rain
454,Shieli,KZ,44.1667,66.75,56.17,37,100,9.22,overcast clouds
455,Cedar City,US,37.6775,-113.0619,25.77,80,100,14.97,overcast clouds
456,Bogatoye,RU,53.0601,51.3325,19.96,90,100,14.97,overcast clouds
457,Grand Island,US,40.925,-98.342,23.38,89,100,5.01,overcast clouds
